computer_time_utc,serial_line
2026-04-27T10:31:54.376799+00:00,"overnight,695140301,9845229,298600,0,118,124.4,289.0,3922,0,0.000,0.000,0.60,0,0,269,0.33,6.27,0.0035"
2026-04-27T10:32:54.408190+00:00,"overnight,695140301,9905261,298600,0,110,122.6,286.1,3850,0,0.000,0.000,0.60,0,0,354,0.44,6.31,0.0034"
2026-04-27T10:33:54.439749+00:00,"overnight,695140301,9965293,298600,0,113,125.3,290.5,3863,0,0.000,0.000,0.60,0,0,312,0.37,6.48,0.0035"
2026-04-27T10:34:54.471084+00:00,"overnight,695140301,10025325,298600,0,121,123.0,286.7,3883,0,0.000,0.000,0.60,0,0,298,0.43,5.88,0.0036"
2026-04-27T10:36:54.534013+00:00,"overnight,695140301,10085357,298600,0,117,121.9,285.0,3852,0,0.000,0.000,0.60,0,0,312,0.42,5.62,0.0036"
2026-04-27T10:36:54.536482+00:00,"overnight,695140301,10145389,298600,0,129,124.6,289.4,3873,0,0.000,0.000,0.60,0,0,317,0.33,5.15,0.0036"
2026-04-27T10:37:54.565302+00:00,"overnight,695140301,10205421,298600,0,124,124.7,289.5,3884,0,0.000,0.000,0.60,0,0,282,0.42,5.20,0.0037"
2026-04-27T10:38:54.596606+00:00,"overnight,695140301,10265453,298600,0,122,120.0,282.1,3935,0,0.000,0.000,0.60,0,0,306,0.62,6.04,0.0036"
2026-04-27T10:39:54.628222+00:00,"overnight,695140301,10325485,298600,0,124,120.5,282.8,3868,0,0.000,0.000,0.60,0,0,333,0.45,6.15,0.0037"
2026-04-27T10:40:54.659481+00:00,"overnight,695140301,10385517,298600,0,122,121.4,284.2,3863,0,0.000,0.000,0.60,0,0,269,0.48,4.74,0.0038"
2026-04-27T10:41:54.690942+00:00,"overnight,695140301,10445549,298600,0,128,121.0,283.6,3874,0,0.000,0.000,0.60,0,0,275,0.38,5.87,0.0037"
2026-04-27T10:42:54.722180+00:00,"overnight,695140301,10505581,298600,0,134,126.6,292.5,3891,0,0.000,0.000,0.60,0,0,310,0.33,5.11,0.0038"
2026-04-27T10:43:54.753620+00:00,"overnight,695140301,10565613,298600,0,124,123.1,286.9,3919,0,0.000,0.000,0.60,0,0,288,0.52,5.28,0.0036"
2026-04-27T10:44:54.778973+00:00,"overnight,695140301,10625645,298600,0,114,121.1,283.8,3841,0,0.000,0.000,0.60,0,0,284,0.43,6.34,0.0034"
2026-04-27T10:46:54.826172+00:00,"overnight,695140301,10685677,298600,0,125,119.6,281.3,3888,0,0.000,0.000,0.60,0,0,304,0.41,5.71,0.0036"
2026-04-27T10:46:54.829057+00:00,"overnight,695140301,10745709,298600,0,147,123.5,287.6,3870,0,0.000,0.000,0.60,0,0,300,0.37,5.17,0.0038"
2026-04-27T10:47:54.857043+00:00,"overnight,695140301,10805741,298600,0,117,119.8,281.6,3916,0,0.000,0.000,0.60,0,0,306,0.51,5.82,0.0035"
2026-04-27T10:48:54.887806+00:00,"overnight,695140301,10865773,298600,0,128,125.3,290.4,3855,0,0.000,0.000,0.60,0,0,289,0.40,4.65,0.0036"
2026-04-27T10:49:54.918496+00:00,"overnight,695140301,10925805,298600,0,113,119.8,281.7,3852,0,0.000,0.000,0.60,0,0,278,0.34,5.36,0.0036"
2026-04-27T10:50:54.949913+00:00,"overnight,695140301,10985837,298600,0,134,124.1,288.6,3855,0,0.000,0.000,0.60,0,0,327,0.43,5.47,0.0036"
2026-04-27T10:51:54.980352+00:00,"overnight,695140301,11045869,298600,0,135,120.8,283.3,3939,0,0.000,0.000,0.60,0,0,306,0.38,5.58,0.0037"
2026-04-27T10:52:55.011190+00:00,"overnight,695140301,11105901,298600,0,116,115.6,274.9,3886,0,0.000,0.000,0.60,0,0,314,0.42,5.88,0.0035"
2026-04-27T10:53:55.042203+00:00,"overnight,695140301,11165933,298600,0,127,123.4,287.4,3891,0,0.000,0.000,0.60,0,0,296,0.42,5.42,0.0036"
2026-04-27T10:54:55.072973+00:00,"overnight,695140301,11225965,298600,0,145,125.8,291.2,3896,0,0.000,0.000,0.60,0,0,279,0.43,5.24,0.0037"
2026-04-27T10:55:55.103831+00:00,"overnight,695140301,11285997,298600,0,140,123.0,286.9,3899,0,0.000,0.000,0.60,0,0,266,0.26,4.95,0.0037"
2026-04-27T10:56:55.134892+00:00,"overnight,695140301,11346029,298600,0,125,127.6,294.2,3822,0,0.000,0.000,0.60,0,0,309,0.42,6.59,0.0035"
2026-04-27T10:58:55.196635+00:00,"overnight,695140301,11406061,298600,0,138,124.2,288.7,3860,0,0.000,0.000,0.60,0,0,309,0.34,5.80,0.0037"
2026-04-27T10:58:55.199375+00:00,"overnight,695140301,11466093,298600,0,122,119.7,281.5,3832,0,0.000,0.000,0.60,0,0,266,0.39,6.03,0.0036"
2026-04-27T10:59:55.227379+00:00,"overnight,695140301,11526125,298600,0,114,120.6,283.0,3877,0,0.000,0.000,0.60,0,0,293,0.41,6.32,0.0036"
2026-04-27T11:00:55.258252+00:00,"overnight,695140301,11586157,298600,0,126,122.8,286.4,3873,0,0.000,0.000,0.60,0,0,312,0.36,5.94,0.0036"
2026-04-27T11:01:55.289255+00:00,"overnight,695140301,11646189,298600,0,125,122.5,286.0,3832,0,0.000,0.000,0.60,0,0,340,0.49,5.83,0.0037"
2026-04-27T11:02:55.320022+00:00,"overnight,695140301,11706221,298600,0,132,123.0,286.9,3845,0,0.000,0.000,0.60,0,0,324,0.42,6.12,0.0037"
2026-04-27T11:03:55.350930+00:00,"overnight,695140301,11766253,298600,0,121,121.6,284.6,3878,0,0.000,0.000,0.60,0,0,290,0.53,4.93,0.0037"
2026-04-27T11:04:55.381832+00:00,"overnight,695140301,11826285,298600,0,111,121.1,283.7,3920,0,0.000,0.000,0.60,0,0,281,0.37,6.23,0.0035"
2026-04-27T11:05:55.412728+00:00,"overnight,695140301,11886317,298600,0,120,121.6,284.6,3907,0,0.000,0.000,0.60,0,0,297,0.30,5.71,0.0035"
2026-04-27T11:06:55.443420+00:00,"overnight,695140301,11946349,298600,0,114,123.7,288.0,3855,0,0.000,0.000,0.60,0,0,306,0.36,5.92,0.0035"
2026-04-27T11:07:55.474390+00:00,"overnight,695140301,12006381,298600,0,118,122.6,286.1,3891,0,0.000,0.000,0.60,0,0,300,0.56,5.72,0.0035"
2026-04-27T11:08:55.505213+00:00,"overnight,695140301,12066413,298600,0,117,121.4,284.3,3903,0,0.000,0.000,0.60,0,0,304,0.39,5.55,0.0036"
2026-04-27T11:10:55.567182+00:00,"overnight,695140301,12126445,298600,0,111,119.5,281.2,3865,0,0.000,0.000,0.60,0,0,292,0.39,5.88,0.0035"
2026-04-27T11:10:55.570187+00:00,"overnight,695140301,12186477,298600,0,121,122.0,285.2,3803,0,0.000,0.000,0.60,0,0,309,0.36,5.28,0.0036"
2026-04-27T11:11:55.597986+00:00,"overnight,695140301,12246509,298600,0,149,125.5,290.8,3846,0,0.000,0.000,0.60,0,0,318,0.40,5.47,0.0038"
2026-04-27T11:13:55.659558+00:00,"overnight,695140301,12306541,298600,0,122,124.9,289.9,3854,0,0.000,0.000,0.60,0,0,260,0.32,5.74,0.0036"
2026-04-27T11:13:55.659810+00:00,"overnight,695140301,12366573,298600,0,106,120.9,283.4,3853,0,0.000,0.000,0.60,0,0,304,0.45,6.55,0.0035"
2026-04-27T11:14:55.690434+00:00,"overnight,695140301,12426605,298600,0,139,121.5,284.3,3880,0,0.000,0.000,0.60,0,0,291,0.43,5.93,0.0036"
2026-04-27T11:15:55.721264+00:00,"overnight,695140301,12486637,298600,0,117,120.9,283.4,3901,0,0.000,0.000,0.60,0,0,288,0.46,6.13,0.0035"
2026-04-27T11:16:55.752247+00:00,"overnight,695140301,12546669,298600,0,126,126.2,291.9,3890,0,0.000,0.000,0.60,0,0,287,0.42,5.70,0.0037"
2026-04-27T11:18:55.814113+00:00,"overnight,695140301,12606701,298600,0,119,122.4,285.9,3886,0,0.000,0.000,0.60,0,0,295,0.24,5.64,0.0035"
2026-04-27T11:18:55.815644+00:00,"overnight,695140301,12666733,298600,0,134,121.1,283.8,3850,0,0.000,0.000,0.60,0,0,258,0.29,5.46,0.0036"
2026-04-27T11:19:55.844907+00:00,"overnight,695140301,12726765,298600,0,126,124.2,288.7,3848,0,0.000,0.000,0.60,0,0,321,0.38,5.29,0.0037"
2026-04-27T11:21:55.918854+00:00,"overnight,695140301,12786797,298600,0,112,124.1,288.5,3903,0,0.000,0.000,0.60,0,0,304,0.49,5.54,0.0036"
2026-04-27T11:21:55.920559+00:00,"overnight,695140301,12846829,298600,0,115,121.5,284.4,3872,0,0.000,0.000,0.60,0,0,280,0.48,5.65,0.0035"
2026-04-27T11:22:55.953372+00:00,"overnight,695140301,12906861,298600,0,131,121.0,283.6,3854,0,0.000,0.000,0.60,0,0,289,0.42,5.27,0.0036"
2026-04-27T11:23:55.984694+00:00,"overnight,695140301,12966893,298600,0,128,122.1,285.4,3894,0,0.000,0.000,0.60,0,0,304,0.37,5.68,0.0036"
2026-04-27T11:25:56.047412+00:00,"overnight,695140301,13026925,298600,0,112,121.8,284.9,3864,0,0.000,0.000,0.60,0,0,287,0.42,5.64,0.0035"
2026-04-27T11:25:56.048947+00:00,"overnight,695140301,13086957,298600,0,115,123.8,288.1,3914,0,0.000,0.000,0.60,0,0,271,0.35,5.43,0.0036"
2026-04-27T11:26:56.078570+00:00,"overnight,695140301,13146989,298600,0,122,125.3,290.4,3903,0,0.000,0.000,0.60,0,0,294,0.49,5.18,0.0035"
2026-04-27T11:27:56.109835+00:00,"overnight,695140301,13207021,298600,0,123,122.6,286.1,3889,0,0.000,0.000,0.60,0,0,262,0.37,5.42,0.0035"
2026-04-27T11:29:56.172184+00:00,"overnight,695140301,13267053,298600,0,117,122.0,285.2,3862,0,0.000,0.000,0.60,0,0,316,0.44,5.66,0.0035"
2026-04-27T11:29:56.173642+00:00,"overnight,695140301,13327085,298600,0,113,122.1,285.3,3844,0,0.000,0.000,0.60,0,0,296,0.44,6.03,0.0034"
2026-04-27T11:30:56.203526+00:00,"overnight,695140301,13387117,298600,0,111,121.4,284.2,3876,0,0.000,0.000,0.60,0,0,300,0.67,6.41,0.0034"
2026-04-27T11:32:56.265924+00:00,"overnight,695140301,13447149,298600,0,129,122.1,285.4,3859,0,0.000,0.000,0.60,0,0,290,0.51,5.08,0.0036"
2026-04-27T11:32:56.267450+00:00,"overnight,695140301,13507181,298600,0,121,121.5,284.4,3899,0,0.000,0.000,0.60,0,0,261,0.32,4.52,0.0035"
2026-04-27T11:33:56.297389+00:00,"overnight,695140301,13567213,298600,0,128,119.3,280.9,3817,0,0.000,0.000,0.60,0,0,260,0.28,5.22,0.0036"
2026-04-27T11:34:56.328412+00:00,"overnight,695140301,13627245,298600,0,115,120.8,283.3,3866,0,0.000,0.000,0.60,0,0,307,0.44,5.56,0.0034"
2026-04-27T11:35:56.359637+00:00,"overnight,695140301,13687277,298600,0,127,126.1,291.7,3890,0,0.000,0.000,0.60,0,0,336,0.47,5.59,0.0037"
2026-04-27T11:36:56.390878+00:00,"overnight,695140301,13747309,298600,0,126,121.5,284.4,3848,0,0.000,0.000,0.60,0,0,314,0.38,5.63,0.0036"
2026-04-27T11:37:56.422265+00:00,"overnight,695140301,13807341,298600,0,124,119.4,281.0,3859,0,0.000,0.000,0.60,0,0,298,0.42,5.67,0.0035"
2026-04-27T11:38:56.453416+00:00,"overnight,695140301,13867373,298600,0,116,120.7,283.1,3845,0,0.000,0.000,0.60,0,0,236,0.52,5.22,0.0036"
2026-04-27T11:39:56.484687+00:00,"overnight,695140301,13927405,298600,0,122,123.6,287.7,3941,0,0.000,0.000,0.60,0,0,303,0.51,6.11,0.0035"
2026-04-27T11:40:56.515924+00:00,"overnight,695140301,13987437,298600,0,116,119.2,280.7,3876,0,0.000,0.000,0.60,0,0,286,0.45,4.71,0.0035"
2026-04-27T11:41:56.547162+00:00,"overnight,695140301,14047469,298600,0,118,122.7,286.4,3869,0,0.000,0.000,0.60,0,0,289,0.44,6.06,0.0035"
2026-04-27T11:42:56.578394+00:00,"overnight,695140301,14107501,298600,0,130,123.3,287.3,3879,0,0.000,0.000,0.60,0,0,287,0.45,5.50,0.0036"
2026-04-27T11:43:56.609850+00:00,"overnight,695140301,14167533,298600,0,124,122.0,285.1,3858,0,0.000,0.000,0.60,0,0,334,0.45,5.25,0.0036"
2026-04-27T11:44:56.641009+00:00,"overnight,695140301,14227565,298600,0,122,120.3,282.5,3861,0,0.000,0.000,0.60,0,0,345,0.47,5.50,0.0036"
2026-04-27T11:45:56.672060+00:00,"overnight,695140301,14287597,298600,0,137,121.4,284.2,3861,0,0.000,0.000,0.60,0,0,301,0.36,6.31,0.0036"
2026-04-27T11:46:56.703427+00:00,"overnight,695140301,14347629,298600,0,116,118.7,280.0,3879,0,0.000,0.000,0.60,0,0,348,0.40,6.06,0.0035"
2026-04-27T11:47:56.734542+00:00,"overnight,695140301,14407661,298600,0,124,118.5,279.6,3905,0,0.000,0.000,0.60,0,0,293,0.33,5.56,0.0035"
2026-04-27T11:49:56.797138+00:00,"overnight,695140301,14467693,298600,0,118,120.5,282.9,3854,0,0.000,0.000,0.60,0,0,300,0.44,6.05,0.0036"
2026-04-27T11:49:56.799309+00:00,"overnight,695140301,14527725,298600,0,124,120.9,283.4,3915,0,0.000,0.000,0.60,0,0,313,0.37,5.84,0.0035"
2026-04-27T11:50:56.828287+00:00,"overnight,695140301,14587757,298600,0,115,118.6,279.8,3874,0,0.000,0.000,0.60,0,0,313,0.50,6.30,0.0035"
2026-04-27T11:52:56.890814+00:00,"overnight,695140301,14647789,298600,0,116,119.8,281.7,3890,0,0.000,0.000,0.60,0,0,279,0.47,5.70,0.0035"
2026-04-27T11:52:56.891134+00:00,"overnight,695140301,14707821,298600,0,117,118.1,278.9,3918,0,0.000,0.000,0.60,0,0,264,0.38,5.42,0.0035"
2026-04-27T11:53:56.922182+00:00,"overnight,695140301,14767853,298600,0,116,123.5,287.6,3889,0,0.000,0.000,0.60,0,0,236,0.34,5.36,0.0034"
2026-04-27T11:54:56.953293+00:00,"overnight,695140301,14827885,298600,0,121,121.3,284.0,3835,0,0.000,0.000,0.60,0,0,308,0.48,5.71,0.0035"
2026-04-27T11:55:56.984401+00:00,"overnight,695140301,14887917,298600,0,142,123.3,287.3,3857,0,0.000,0.000,0.60,0,0,284,0.41,5.17,0.0037"
2026-04-27T11:56:57.015793+00:00,"overnight,695140301,14947949,298600,0,124,119.7,281.4,3837,0,0.000,0.000,0.60,0,0,295,0.47,5.50,0.0035"
2026-04-27T11:57:57.063428+00:00,"overnight,695140301,15007981,298600,0,118,120.0,282.0,3864,0,0.000,0.000,0.60,0,0,297,0.45,5.76,0.0035"
2026-04-27T11:58:57.095531+00:00,"overnight,695140301,15068013,298600,0,125,121.5,284.4,3845,0,0.000,0.000,0.60,0,0,304,0.35,6.91,0.0035"
2026-04-27T11:59:57.127168+00:00,"overnight,695140301,15128045,298600,0,120,121.3,284.1,3831,0,0.000,0.000,0.60,0,0,271,0.38,5.61,0.0035"
2026-04-27T12:01:57.190607+00:00,"overnight,695140301,15188077,298600,0,115,119.8,281.7,3870,0,0.000,0.000,0.60,0,0,312,0.45,6.39,0.0036"
2026-04-27T12:01:57.192683+00:00,"overnight,695140301,15248109,298600,0,130,123.1,286.9,3862,0,0.000,0.000,0.60,0,0,308,0.34,5.18,0.0037"
2026-04-27T12:02:57.222071+00:00,"overnight,695140301,15308141,298600,0,117,118.8,280.1,3896,0,0.000,0.000,0.60,0,0,274,0.35,5.50,0.0035"
2026-04-27T12:03:57.253715+00:00,"overnight,695140301,15368173,298600,0,115,120.9,283.4,3887,0,0.000,0.000,0.60,0,0,286,0.55,5.36,0.0035"
2026-04-27T12:04:57.285859+00:00,"overnight,695140301,15428205,298600,0,116,119.7,281.4,3869,0,0.000,0.000,0.60,0,0,334,0.61,6.59,0.0035"
2026-04-27T12:05:57.317067+00:00,"overnight,695140301,15488237,298600,0,114,118.0,278.8,3889,0,0.000,0.000,0.60,0,0,282,0.39,5.91,0.0035"
2026-04-27T12:06:57.348608+00:00,"overnight,695140301,15548269,298600,0,129,116.9,277.1,3857,0,0.000,0.000,0.60,0,0,256,0.38,5.61,0.0036"
2026-04-27T12:07:57.380234+00:00,"overnight,695140301,15608301,298600,0,121,123.0,286.9,3855,0,0.000,0.000,0.60,0,0,275,0.40,5.28,0.0037"
2026-04-27T12:08:57.411989+00:00,"overnight,695140301,15668333,298600,0,124,120.5,282.8,3858,0,0.000,0.000,0.60,0,0,332,0.40,5.77,0.0035"
2026-04-27T12:09:57.443532+00:00,"overnight,695140301,15728365,298600,0,113,121.9,285.0,3814,0,0.000,0.000,0.60,0,0,292,0.39,6.44,0.0034"
2026-04-27T12:10:57.475185+00:00,"overnight,695140301,15788397,298600,0,120,122.2,285.6,3819,0,0.000,0.000,0.60,0,0,298,0.49,5.80,0.0035"
2026-04-27T12:11:57.506937+00:00,"overnight,695140301,15848429,298600,0,120,121.4,284.2,3842,0,0.000,0.000,0.60,0,0,329,0.57,5.29,0.0037"
2026-04-27T12:12:57.538496+00:00,"overnight,695140301,15908461,298600,0,116,119.8,281.7,3916,0,0.000,0.000,0.60,0,0,312,0.19,5.67,0.0034"
2026-04-27T12:13:57.570178+00:00,"overnight,695140301,15968493,298600,0,116,119.9,281.8,3915,0,0.000,0.000,0.60,0,0,275,0.40,4.91,0.0035"
2026-04-27T12:14:57.601862+00:00,"overnight,695140301,16028525,298600,0,115,120.8,283.3,3883,0,0.000,0.000,0.60,0,0,311,0.31,5.65,0.0035"
2026-04-27T12:15:57.633404+00:00,"overnight,695140301,16088557,298600,0,111,122.3,285.8,3879,0,0.000,0.000,0.60,0,0,262,0.42,5.91,0.0035"
2026-04-27T12:16:57.665179+00:00,"overnight,695140301,16148589,298600,0,116,122.3,285.6,3821,0,0.000,0.000,0.60,0,0,300,0.51,5.84,0.0034"
2026-04-27T12:17:57.696729+00:00,"overnight,695140301,16208621,298600,0,136,123.0,286.8,3835,0,0.000,0.000,0.60,0,0,291,0.26,5.94,0.0036"
2026-04-27T12:18:57.728316+00:00,"overnight,695140301,16268653,298600,0,116,122.5,286.0,3897,0,0.000,0.000,0.60,0,0,314,0.39,6.09,0.0035"
2026-04-27T12:19:57.760101+00:00,"overnight,695140301,16328685,298600,0,122,120.6,283.0,3940,0,0.000,0.000,0.60,0,0,337,0.53,5.92,0.0035"
2026-04-27T12:20:57.791576+00:00,"overnight,695140301,16388717,298600,0,130,119.9,281.9,3814,0,0.000,0.000,0.60,0,0,324,0.39,5.69,0.0037"
2026-04-27T12:21:57.823309+00:00,"overnight,695140301,16448749,298600,0,146,121.9,285.0,3869,0,0.000,0.000,0.60,0,0,335,0.32,5.64,0.0036"
2026-04-27T12:22:57.855007+00:00,"overnight,695140301,16508781,298600,0,143,121.3,284.0,3855,0,0.000,0.000,0.60,0,0,318,0.25,5.32,0.0037"
2026-04-27T12:23:57.886551+00:00,"overnight,695140301,16568813,298600,0,120,122.1,285.4,3875,0,0.000,0.000,0.60,0,0,326,0.48,5.28,0.0036"
2026-04-27T12:25:57.949877+00:00,"overnight,695140301,16628845,298600,0,116,119.6,281.3,3893,0,0.000,0.000,0.60,0,0,329,0.32,5.34,0.0035"
2026-04-27T12:25:57.950256+00:00,"overnight,695140301,16688877,298600,0,129,121.5,284.5,3872,0,0.000,0.000,0.60,0,0,274,0.43,6.02,0.0035"
2026-04-27T12:26:57.981419+00:00,"overnight,695140301,16748909,298600,0,118,123.9,288.2,3848,0,0.000,0.000,0.60,0,0,287,0.34,5.48,0.0035"
2026-04-27T12:27:58.013053+00:00,"overnight,695140301,16808941,298600,0,149,123.1,287.0,3822,0,0.000,0.000,0.60,0,0,305,0.32,5.20,0.0038"
2026-04-27T12:28:58.044784+00:00,"overnight,695140301,16868973,298600,0,109,119.0,280.3,3933,0,0.000,0.000,0.60,0,0,274,0.37,5.84,0.0034"
2026-04-27T12:29:58.076453+00:00,"overnight,695140301,16929005,298600,0,130,120.6,282.9,3891,0,0.000,0.000,0.60,0,0,267,0.40,5.26,0.0036"
2026-04-27T12:30:58.107973+00:00,"overnight,695140301,16989037,298600,0,119,120.7,283.1,3850,0,0.000,0.000,0.60,0,0,300,0.54,5.96,0.0035"
2026-04-27T12:31:58.139619+00:00,"overnight,695140301,17049069,298600,0,118,121.7,284.7,3865,0,0.000,0.000,0.60,0,0,272,0.37,5.66,0.0035"
2026-04-27T12:32:58.171155+00:00,"overnight,695140301,17109101,298600,0,110,121.4,284.3,3910,0,0.000,0.000,0.60,0,0,290,0.54,6.33,0.0035"
2026-04-27T12:33:58.195750+00:00,"overnight,695140301,17169133,298600,0,128,123.3,287.3,3918,0,0.000,0.000,0.60,0,0,318,0.45,5.33,0.0037"
2026-04-27T12:34:58.226459+00:00,"overnight,695140301,17229165,298600,0,118,121.9,285.1,3837,0,0.000,0.000,0.60,0,0,293,0.44,5.81,0.0035"
2026-04-27T12:36:58.289519+00:00,"overnight,695140301,17289197,298600,0,114,118.1,278.9,3847,0,0.000,0.000,0.60,0,0,302,0.47,5.98,0.0035"
2026-04-27T12:36:58.290833+00:00,"overnight,695140301,17349229,298600,0,109,120.2,282.2,3904,0,0.000,0.000,0.60,0,0,310,0.43,6.62,0.0034"
2026-04-27T12:37:58.320904+00:00,"overnight,695140301,17409261,298600,0,121,121.8,284.9,3897,0,0.000,0.000,0.60,0,0,292,0.42,6.22,0.0034"
2026-04-27T12:38:58.352263+00:00,"overnight,695140301,17469293,298600,0,126,122.4,285.8,3793,0,0.000,0.000,0.60,0,0,288,0.47,5.99,0.0035"
2026-04-27T12:39:58.384034+00:00,"overnight,695140301,17529325,298600,0,112,122.8,286.4,3834,0,0.000,0.000,0.60,0,0,309,0.40,5.78,0.0035"
2026-04-27T12:40:58.415208+00:00,"overnight,695140301,17589357,298600,0,125,119.3,280.9,3840,0,0.000,0.000,0.60,0,0,302,0.40,5.99,0.0035"
2026-04-27T12:42:58.478192+00:00,"overnight,695140301,17649389,298600,0,108,120.2,282.3,3887,0,0.000,0.000,0.60,0,0,320,0.49,6.67,0.0033"
2026-04-27T12:42:58.480343+00:00,"overnight,695140301,17709421,298600,0,112,121.3,284.0,3903,0,0.000,0.000,0.60,0,0,252,0.34,5.84,0.0034"
2026-04-27T12:44:58.541127+00:00,"overnight,695140301,17769453,298600,0,127,119.9,281.9,3898,0,0.000,0.000,0.60,0,0,306,0.44,5.60,0.0035"
2026-04-27T12:44:58.543181+00:00,"overnight,695140301,17829485,298600,0,124,121.8,284.8,3853,0,0.000,0.000,0.60,0,0,287,0.36,6.13,0.0036"
2026-04-27T12:45:58.572364+00:00,"overnight,695140301,17889517,298600,0,116,119.9,281.8,3846,0,0.000,0.000,0.60,0,0,295,0.46,6.10,0.0034"
2026-04-27T12:46:58.604034+00:00,"overnight,695140301,17949549,298600,0,120,120.3,282.4,3839,0,0.000,0.000,0.60,0,0,270,0.36,4.86,0.0036"
2026-04-27T12:47:58.635545+00:00,"overnight,695140301,18009581,298600,0,119,120.9,283.4,3945,0,0.000,0.000,0.60,0,0,274,0.33,5.70,0.0035"
2026-04-27T12:48:58.666788+00:00,"overnight,695140301,18069613,298600,0,122,123.9,288.3,3928,0,0.000,0.000,0.60,0,0,271,0.28,5.02,0.0036"
2026-04-27T12:50:58.730191+00:00,"overnight,695140301,18129645,298600,0,110,120.0,281.9,3911,0,0.000,0.000,0.60,0,0,265,0.27,5.23,0.0033"
2026-04-27T12:50:58.732782+00:00,"overnight,695140301,18189677,298600,0,121,120.4,282.7,3858,0,0.000,0.000,0.60,0,0,334,0.49,5.93,0.0035"
2026-04-27T12:51:58.761253+00:00,"overnight,695140301,18249709,298600,0,124,122.3,285.7,3901,0,0.000,0.000,0.60,0,0,285,0.38,5.74,0.0036"
2026-04-27T12:53:58.824009+00:00,"overnight,695140301,18309741,298600,0,127,125.2,290.3,3925,0,0.000,0.000,0.60,0,0,277,0.34,4.89,0.0037"
2026-04-27T12:53:58.825571+00:00,"overnight,695140301,18369773,298600,0,123,121.5,284.4,3866,0,0.000,0.000,0.60,0,0,307,0.50,5.31,0.0037"
2026-04-27T12:55:58.887055+00:00,"overnight,695140301,18429805,298600,0,129,122.9,286.6,3855,0,0.000,0.000,0.60,0,0,311,0.50,5.93,0.0037"
2026-04-27T12:55:58.888615+00:00,"overnight,695140301,18489837,298600,0,125,122.7,286.3,3865,0,0.000,0.000,0.60,0,0,292,0.50,5.41,0.0037"
2026-04-27T12:56:58.918540+00:00,"overnight,695140301,18549869,298600,0,121,121.9,285.0,3862,0,0.000,0.000,0.60,0,0,355,0.55,6.00,0.0036"
2026-04-27T12:57:58.949876+00:00,"overnight,695140301,18609901,298600,0,118,122.5,285.9,3886,0,0.000,0.000,0.60,0,0,330,0.35,7.05,0.0036"
2026-04-27T12:58:58.981364+00:00,"overnight,695140301,18669933,298600,0,115,119.9,281.8,3911,0,0.000,0.000,0.60,0,0,312,0.49,6.24,0.0034"
2026-04-27T12:59:59.012737+00:00,"overnight,695140301,18729965,298600,0,112,121.3,284.0,3914,0,0.000,0.000,0.60,0,0,298,0.35,5.31,0.0035"
2026-04-27T13:00:59.044406+00:00,"overnight,695140301,18789997,298600,0,120,122.7,286.2,3851,0,0.000,0.000,0.60,0,0,314,0.44,5.65,0.0035"
2026-04-27T13:02:59.107237+00:00,"overnight,695140301,18850029,298600,0,116,121.8,284.9,3891,0,0.000,0.000,0.60,0,0,301,0.32,5.80,0.0033"
2026-04-27T13:02:59.108831+00:00,"overnight,695140301,18910061,298600,0,116,120.1,282.1,3859,0,0.000,0.000,0.60,0,0,330,0.46,5.92,0.0036"
2026-04-27T13:03:59.138717+00:00,"overnight,695140301,18970093,298600,0,116,125.3,290.5,3849,0,0.000,0.000,0.60,0,0,326,0.42,5.78,0.0035"
2026-04-27T13:04:59.170010+00:00,"overnight,695140301,19030125,298600,0,112,124.1,288.6,3879,0,0.000,0.000,0.60,0,0,285,0.33,5.96,0.0036"
2026-04-27T13:06:59.232894+00:00,"overnight,695140301,19090157,298600,0,138,121.5,284.4,3851,0,0.000,0.000,0.60,0,0,293,0.39,5.10,0.0036"
2026-04-27T13:06:59.235436+00:00,"overnight,695140301,19150189,298600,0,118,121.4,284.2,3809,0,0.000,0.000,0.60,0,0,251,0.35,5.68,0.0034"
2026-04-27T13:07:59.264166+00:00,"overnight,695140301,19210221,298600,0,108,116.6,276.6,3910,0,0.000,0.000,0.60,0,0,280,0.46,5.87,0.0033"
2026-04-27T13:08:59.295538+00:00,"overnight,695140301,19270253,298600,0,106,118.7,279.9,3857,0,0.000,0.000,0.60,0,0,288,0.23,6.10,0.0033"
2026-04-27T13:09:59.337071+00:00,"overnight,695140301,19330285,298600,0,129,121.2,283.9,3859,0,0.000,0.000,0.60,0,0,299,0.45,6.00,0.0037"
2026-04-27T13:11:59.412508+00:00,"overnight,695140301,19390317,298600,0,119,116.4,276.2,3879,0,0.000,0.000,0.60,0,0,337,0.39,6.03,0.0035"
2026-04-27T13:11:59.414277+00:00,"overnight,695140301,19450349,298600,0,110,115.8,275.3,3846,0,0.000,0.000,0.60,0,0,290,0.30,5.44,0.0033"
2026-04-27T13:12:59.444414+00:00,"overnight,695140301,19510381,298600,0,116,119.3,280.8,3893,0,0.000,0.000,0.60,0,0,310,0.45,6.46,0.0035"
2026-04-27T13:13:59.476393+00:00,"overnight,695140301,19570413,298600,0,121,122.0,285.3,3912,0,0.000,0.000,0.60,0,0,256,0.46,5.17,0.0036"
2026-04-27T13:15:59.540458+00:00,"overnight,695140301,19630445,298600,0,127,124.0,288.4,3858,0,0.000,0.000,0.60,0,0,277,0.42,5.86,0.0036"
