computer_time_utc,serial_line
2026-04-27T13:15:59.542731+00:00,"overnight,695140301,19690477,298600,0,122,121.7,284.7,3886,0,0.000,0.000,0.60,0,0,297,0.37,5.38,0.0036"
2026-04-27T13:17:59.604465+00:00,"overnight,695140301,19750509,298600,0,110,120.7,283.1,3847,0,0.000,0.000,0.60,0,0,283,0.34,5.49,0.0036"
2026-04-27T13:17:59.606539+00:00,"overnight,695140301,19810541,298600,0,111,123.4,287.5,3898,0,0.000,0.000,0.60,0,0,270,0.46,5.23,0.0035"
2026-04-27T13:18:59.636315+00:00,"overnight,695140301,19870573,298600,0,109,119.4,281.0,3858,0,0.000,0.000,0.60,0,0,308,0.53,6.75,0.0035"
2026-04-27T13:19:59.668202+00:00,"overnight,695140301,19930605,298600,0,103,122.1,285.4,3877,0,0.000,0.000,0.60,0,0,290,0.44,5.48,0.0035"
2026-04-27T13:21:59.732069+00:00,"overnight,695140301,19990637,298600,0,112,118.2,279.2,3870,0,0.000,0.000,0.60,0,0,296,0.23,5.56,0.0035"
2026-04-27T13:21:59.734015+00:00,"overnight,695140301,20050669,298600,0,114,123.9,288.3,3871,0,0.000,0.000,0.60,0,0,339,0.48,6.42,0.0035"
2026-04-27T13:22:59.764382+00:00,"overnight,695140301,20110701,298600,0,112,122.7,286.4,3881,0,0.000,0.000,0.60,0,0,269,0.50,5.96,0.0035"
2026-04-27T13:23:59.796158+00:00,"overnight,695140301,20170733,298600,0,142,119.9,281.8,3889,0,0.000,0.000,0.60,0,0,339,0.36,5.40,0.0037"
2026-04-27T13:25:59.860200+00:00,"overnight,695140301,20230765,298600,0,110,124.8,289.7,3834,0,0.000,0.000,0.60,0,0,297,0.26,5.21,0.0035"
2026-04-27T13:25:59.862732+00:00,"overnight,695140301,20290797,298600,0,114,123.4,287.4,3852,0,0.000,0.000,0.60,0,0,301,0.41,5.54,0.0035"
2026-04-27T13:26:59.891952+00:00,"overnight,695140301,20350829,298600,0,127,121.1,283.8,3792,0,0.000,0.000,0.60,0,0,276,0.37,6.24,0.0036"
2026-04-27T13:27:59.923943+00:00,"overnight,695140301,20410861,298600,0,118,121.3,284.1,3910,0,0.000,0.000,0.60,0,0,320,0.51,5.77,0.0034"
2026-04-27T13:28:59.956002+00:00,"overnight,695140301,20470893,298600,0,129,120.4,282.7,3811,0,0.000,0.000,0.60,0,0,302,0.45,6.21,0.0035"
2026-04-27T13:29:59.987917+00:00,"overnight,695140301,20530925,298600,0,123,120.8,283.3,3785,0,0.000,0.000,0.60,0,0,256,0.43,5.89,0.0035"
2026-04-27T13:31:00.019732+00:00,"overnight,695140301,20590957,298600,0,115,120.9,283.4,3845,0,0.000,0.000,0.60,0,0,301,0.39,5.80,0.0036"
2026-04-27T13:33:00.083937+00:00,"overnight,695140301,20650989,298600,0,128,126.2,291.8,3870,0,0.000,0.000,0.60,0,0,273,0.43,6.06,0.0038"
2026-04-27T13:33:00.086323+00:00,"overnight,695140301,20711021,298600,0,121,122.6,286.2,3792,0,0.000,0.000,0.60,0,0,343,0.41,5.75,0.0036"
2026-04-27T13:34:00.115740+00:00,"overnight,695140301,20771053,298600,0,122,118.8,280.1,3912,0,0.000,0.000,0.60,0,0,279,0.53,5.48,0.0035"
2026-04-27T13:36:00.179699+00:00,"overnight,695140301,20831085,298600,0,114,122.5,286.0,3847,0,0.000,0.000,0.60,0,0,267,0.32,6.18,0.0035"
2026-04-27T13:36:00.182106+00:00,"overnight,695140301,20891117,298600,0,121,119.7,281.4,3911,0,0.000,0.000,0.60,0,0,299,0.50,5.06,0.0036"
2026-04-27T13:37:00.211640+00:00,"overnight,695140301,20951149,298600,0,122,126.7,292.8,3897,0,0.000,0.000,0.60,0,0,323,0.37,5.87,0.0036"
2026-04-27T13:38:00.243778+00:00,"overnight,695140301,21011181,298600,0,116,119.6,281.3,3856,0,0.000,0.000,0.60,0,0,286,0.40,4.87,0.0037"
2026-04-27T13:39:00.275652+00:00,"overnight,695140301,21071213,298600,0,118,122.2,285.5,3849,0,0.000,0.000,0.60,0,0,287,0.41,4.71,0.0037"
2026-04-27T13:40:00.307540+00:00,"overnight,695140301,21131245,298600,0,115,118.3,279.3,3828,0,0.000,0.000,0.60,0,0,294,0.37,5.15,0.0037"
2026-04-27T13:41:00.339692+00:00,"overnight,695140301,21191277,298600,0,129,120.1,282.1,3831,0,0.000,0.000,0.60,0,0,314,0.55,5.92,0.0037"
2026-04-27T13:42:00.371593+00:00,"overnight,695140301,21251309,298600,0,106,121.9,285.1,3863,0,0.000,0.000,0.60,0,0,285,0.48,5.75,0.0034"
2026-04-27T13:43:00.403379+00:00,"overnight,695140301,21311341,298600,0,115,118.6,279.8,3900,0,0.000,0.000,0.60,0,0,295,0.42,5.33,0.0036"
2026-04-27T13:45:00.467441+00:00,"overnight,695140301,21371373,298600,0,108,117.3,277.8,3912,0,0.000,0.000,0.60,0,0,254,0.47,5.79,0.0034"
2026-04-27T13:45:00.469681+00:00,"overnight,695140301,21431405,298600,0,124,119.0,280.5,3847,0,0.000,0.000,0.60,0,0,347,0.49,6.09,0.0036"
2026-04-27T13:46:00.499311+00:00,"overnight,695140301,21491437,298600,0,119,122.3,285.7,3929,0,0.000,0.000,0.60,0,0,362,0.52,6.02,0.0036"
2026-04-27T13:47:00.523378+00:00,"overnight,695140301,21551469,298600,0,118,119.6,281.4,3825,0,0.000,0.000,0.60,0,0,253,0.48,4.91,0.0035"
2026-04-27T13:48:00.547421+00:00,"overnight,695140301,21611501,298600,0,132,123.0,286.9,3845,0,0.000,0.000,0.60,0,0,294,0.32,4.91,0.0037"
2026-04-27T13:49:00.578725+00:00,"overnight,695140301,21671533,298600,0,120,121.8,284.9,3942,0,0.000,0.000,0.60,0,0,288,0.53,6.35,0.0038"
2026-04-27T13:50:00.610386+00:00,"overnight,695140301,21731565,298600,0,116,123.7,288.0,3951,0,0.000,0.000,0.60,0,0,261,0.43,5.51,0.0037"
2026-04-27T13:51:00.642070+00:00,"overnight,695140301,21791597,298600,0,131,119.4,281.0,3870,0,0.000,0.000,0.60,0,0,290,0.44,5.05,0.0037"
2026-04-27T13:52:00.673556+00:00,"overnight,695140301,21851629,298600,0,120,120.0,282.0,3845,0,0.000,0.000,0.60,0,0,295,0.46,5.09,0.0036"
2026-04-27T13:53:00.705050+00:00,"overnight,695140301,21911661,298600,0,119,121.4,284.3,3859,0,0.000,0.000,0.60,0,0,296,0.47,5.34,0.0035"
2026-04-27T13:54:00.736717+00:00,"overnight,695140301,21971693,298600,0,104,123.8,288.1,3853,0,0.000,0.000,0.60,0,0,305,0.42,5.86,0.0034"
2026-04-27T13:55:00.768351+00:00,"overnight,695140301,22031725,298600,0,120,119.0,280.4,3818,0,0.000,0.000,0.60,0,0,311,0.42,5.83,0.0037"
2026-04-27T13:56:00.799804+00:00,"overnight,695140301,22091757,298600,0,110,122.7,286.4,3920,0,0.000,0.000,0.60,0,0,278,0.48,6.07,0.0035"
2026-04-27T13:57:00.831356+00:00,"overnight,695140301,22151789,298600,0,120,118.2,279.1,3893,0,0.000,0.000,0.60,0,0,295,0.44,5.75,0.0036"
2026-04-27T13:58:00.862987+00:00,"overnight,695140301,22211821,298600,0,119,120.9,283.5,3906,0,0.000,0.000,0.60,0,0,292,0.39,5.29,0.0037"
2026-04-27T13:59:00.894709+00:00,"overnight,695140301,22271853,298600,0,118,121.9,285.0,3844,0,0.000,0.000,0.60,0,0,320,0.47,5.45,0.0037"
2026-04-27T14:00:00.926308+00:00,"overnight,695140301,22331885,298600,0,121,118.3,279.3,3884,0,0.000,0.000,0.60,0,0,300,0.33,4.99,0.0038"
2026-04-27T14:02:00.989297+00:00,"overnight,695140301,22391917,298600,0,126,122.7,286.3,3839,0,0.000,0.000,0.60,0,0,342,0.38,5.42,0.0036"
2026-04-27T14:02:00.991803+00:00,"overnight,695140301,22451949,298600,0,114,115.8,275.3,3877,0,0.000,0.000,0.60,0,0,312,0.51,5.75,0.0036"
2026-04-27T14:03:01.020953+00:00,"overnight,695140301,22511981,298600,0,111,124.8,289.7,3893,0,0.000,0.000,0.60,0,0,287,0.54,5.91,0.0035"
2026-04-27T14:04:01.052404+00:00,"overnight,695140301,22572013,298600,0,127,123.7,287.9,3888,0,0.000,0.000,0.60,0,0,287,0.48,5.18,0.0038"
2026-04-27T14:05:01.083979+00:00,"overnight,695140301,22632045,298600,0,121,122.0,285.1,3914,0,0.000,0.000,0.60,0,0,298,0.43,5.77,0.0036"
2026-04-27T14:06:01.115569+00:00,"overnight,695140301,22692077,298600,0,124,123.9,288.3,3838,0,0.000,0.000,0.60,0,0,297,0.43,5.51,0.0036"
2026-04-27T14:07:01.147288+00:00,"overnight,695140301,22752109,298600,0,117,121.0,283.6,3826,0,0.000,0.000,0.60,0,0,294,0.41,5.40,0.0036"
2026-04-27T14:08:01.178880+00:00,"overnight,695140301,22812141,298600,0,123,121.6,284.5,3858,0,0.000,0.000,0.60,0,0,297,0.38,5.41,0.0037"
2026-04-27T14:09:01.210298+00:00,"overnight,695140301,22872173,298600,0,129,125.0,290.0,3868,0,0.000,0.000,0.60,0,0,272,0.28,4.77,0.0037"
2026-04-27T14:10:01.242045+00:00,"overnight,695140301,22932205,298600,0,135,124.7,289.5,3826,0,0.000,0.000,0.60,0,0,325,0.53,5.28,0.0037"
2026-04-27T14:11:01.273548+00:00,"overnight,695140301,22992237,298600,0,112,122.9,286.7,3796,0,0.000,0.000,0.60,0,0,340,0.41,6.08,0.0033"
2026-04-27T14:12:01.305161+00:00,"overnight,695140301,23052269,298600,0,105,120.4,282.6,3877,0,0.000,0.000,0.60,0,0,314,0.48,6.04,0.0034"
2026-04-27T14:13:01.336650+00:00,"overnight,695140301,23112301,298600,0,115,119.2,280.7,3879,0,0.000,0.000,0.60,0,0,260,0.42,5.95,0.0034"
2026-04-27T14:14:01.368377+00:00,"overnight,695140301,23172333,298600,0,110,122.0,285.2,3809,0,0.000,0.000,0.60,0,0,295,0.29,6.03,0.0034"
2026-04-27T14:15:01.400007+00:00,"overnight,695140301,23232365,298600,0,115,121.1,283.8,3856,0,0.000,0.000,0.60,0,0,264,0.45,5.27,0.0036"
2026-04-27T14:16:01.431484+00:00,"overnight,695140301,23292397,298600,0,132,118.5,279.6,3866,0,0.000,0.000,0.60,0,0,283,0.35,5.51,0.0036"
2026-04-27T14:17:01.463139+00:00,"overnight,695140301,23352429,298600,0,126,119.8,281.6,3891,0,0.000,0.000,0.60,0,0,270,0.33,5.69,0.0034"
2026-04-27T14:18:01.494593+00:00,"overnight,695140301,23412461,298600,0,109,121.4,284.3,3846,0,0.000,0.000,0.60,0,0,316,0.47,6.34,0.0034"
2026-04-27T14:20:01.557937+00:00,"overnight,695140301,23472493,298600,0,135,119.6,281.4,3958,0,0.000,0.000,0.60,0,0,282,0.47,5.54,0.0037"
2026-04-27T14:20:01.560027+00:00,"overnight,695140301,23532525,298600,0,126,122.8,286.5,3833,0,0.000,0.000,0.60,0,0,304,0.60,5.04,0.0035"
2026-04-27T14:21:01.589706+00:00,"overnight,695140301,23592557,298600,0,127,121.7,284.7,3856,0,0.000,0.000,0.60,0,0,323,0.44,5.16,0.0037"
2026-04-27T14:22:01.621090+00:00,"overnight,695140301,23652589,298600,0,112,120.6,282.9,3830,0,0.000,0.000,0.60,0,0,346,0.47,5.73,0.0035"
2026-04-27T14:23:01.644921+00:00,"overnight,695140301,23712621,298600,0,127,123.1,287.0,3827,1002,0.004,0.008,0.60,0,0,287,0.27,5.86,0.0036"
2026-04-27T14:24:01.675751+00:00,"overnight,695140301,23772653,298600,0,128,123.4,287.4,3901,0,0.000,0.000,0.60,0,0,279,0.46,5.64,0.0035"
2026-04-27T14:26:01.738448+00:00,"overnight,695140301,23832685,298600,0,127,122.7,286.3,3910,0,0.000,0.000,0.60,0,0,321,0.29,5.40,0.0037"
2026-04-27T14:26:01.739751+00:00,"overnight,695140301,23892717,298600,0,110,123.4,287.4,3923,0,0.000,0.000,0.60,0,0,306,0.36,6.72,0.0035"
2026-04-27T14:27:01.770096+00:00,"overnight,695140301,23952749,298600,0,126,122.9,286.6,3888,0,0.000,0.000,0.60,0,0,266,0.48,6.00,0.0037"
2026-04-27T14:29:01.832681+00:00,"overnight,695140301,24012781,298600,0,119,119.9,281.9,3834,0,0.000,0.000,0.60,0,0,277,0.17,5.99,0.0037"
2026-04-27T14:29:01.835031+00:00,"overnight,695140301,24072813,298600,0,128,119.2,280.8,3871,0,0.000,0.000,0.60,0,0,292,0.28,5.70,0.0036"
2026-04-27T14:30:01.864082+00:00,"overnight,695140301,24132845,298600,0,123,118.0,278.8,3811,0,0.000,0.000,0.60,0,0,279,0.48,5.83,0.0035"
2026-04-27T14:31:01.895586+00:00,"overnight,695140301,24192877,298600,0,115,120.9,283.4,3847,0,0.000,0.000,0.60,0,0,243,0.32,5.31,0.0035"
2026-04-27T14:32:01.926940+00:00,"overnight,695140301,24252909,298600,0,116,119.7,281.4,3935,0,0.000,0.000,0.60,0,0,288,0.29,5.54,0.0035"
2026-04-27T14:33:01.958341+00:00,"overnight,695140301,24312941,298600,0,122,122.5,286.0,3861,0,0.000,0.000,0.60,0,0,291,0.39,5.43,0.0036"
2026-04-27T14:34:01.989708+00:00,"overnight,695140301,24372973,298600,0,133,122.9,286.7,3889,0,0.000,0.000,0.60,0,0,328,0.55,6.23,0.0037"
2026-04-27T14:35:02.021117+00:00,"overnight,695140301,24433005,298600,0,100,118.2,279.1,3870,0,0.000,0.000,0.60,0,0,290,0.35,5.47,0.0035"
2026-04-27T14:37:02.083916+00:00,"overnight,695140301,24493037,298600,0,121,122.3,285.7,3903,0,0.000,0.000,0.60,0,0,314,0.39,5.75,0.0035"
2026-04-27T14:37:02.085003+00:00,"overnight,695140301,24553069,298600,0,120,120.7,283.2,3874,0,0.000,0.000,0.60,0,0,253,0.18,4.94,0.0036"
2026-04-27T14:38:02.115317+00:00,"overnight,695140301,24613101,298600,0,122,117.8,278.4,3848,0,0.000,0.000,0.60,0,0,282,0.43,5.29,0.0035"
2026-04-27T14:39:02.146760+00:00,"overnight,695140301,24673133,298600,0,118,120.0,282.0,3865,0,0.000,0.000,0.60,0,0,320,0.50,6.30,0.0035"
2026-04-27T14:40:02.178424+00:00,"overnight,695140301,24733165,298600,0,119,122.9,286.6,3854,0,0.000,0.000,0.60,0,0,302,0.48,5.38,0.0035"
2026-04-27T14:41:02.209748+00:00,"overnight,695140301,24793197,298600,0,119,115.9,275.5,3871,0,0.000,0.000,0.60,0,0,289,0.48,5.28,0.0035"
2026-04-27T14:42:02.240870+00:00,"overnight,695140301,24853229,298600,0,134,126.2,291.9,3853,0,0.000,0.000,0.60,0,0,323,0.43,6.09,0.0037"
2026-04-27T14:43:02.272258+00:00,"overnight,695140301,24913261,298600,0,112,121.7,284.7,3767,0,0.000,0.000,0.60,0,0,241,0.40,6.08,0.0034"
2026-04-27T14:44:02.303703+00:00,"overnight,695140301,24973293,298600,0,129,124.4,289.0,3836,0,0.000,0.000,0.60,0,0,339,0.53,5.31,0.0036"
2026-04-27T14:45:02.335065+00:00,"overnight,695140301,25033325,298600,0,123,124.6,289.4,3926,0,0.000,0.000,0.60,0,0,270,0.37,6.18,0.0033"
2026-04-27T14:46:02.366547+00:00,"overnight,695140301,25093357,298600,0,116,120.8,283.3,3855,0,0.000,0.000,0.60,0,0,305,0.42,5.56,0.0034"
2026-04-27T14:47:02.397824+00:00,"overnight,695140301,25153389,298600,0,116,117.0,277.1,3859,0,0.000,0.000,0.60,0,0,300,0.39,5.37,0.0036"
2026-04-27T14:48:02.429341+00:00,"overnight,695140301,25213421,298600,0,112,119.5,281.2,3881,0,0.000,0.000,0.60,0,0,283,0.42,5.42,0.0036"
2026-04-27T14:49:02.460820+00:00,"overnight,695140301,25273453,298600,0,122,122.7,286.3,3928,0,0.000,0.000,0.60,0,0,342,0.55,5.86,0.0035"
2026-04-27T14:50:02.492184+00:00,"overnight,695140301,25333485,298600,0,113,118.9,280.3,3856,0,0.000,0.000,0.60,0,0,294,0.45,5.73,0.0035"
2026-04-27T14:51:02.499342+00:00,"overnight,695140301,25393517,298600,0,112,119.2,280.7,3824,0,0.000,0.000,0.60,0,0,315,0.43,5.66,0.0034"
2026-04-27T14:52:02.527503+00:00,"overnight,695140301,25453549,298600,0,128,122.3,285.7,3850,0,0.000,0.000,0.60,0,0,307,0.36,5.45,0.0037"
2026-04-27T14:53:02.558542+00:00,"overnight,695140301,25513581,298600,0,137,123.7,287.9,3909,0,0.000,0.000,0.60,0,0,262,0.50,5.59,0.0038"
2026-04-27T14:54:02.589401+00:00,"overnight,695140301,25573613,298600,0,122,122.6,286.1,3876,0,0.000,0.000,0.60,0,0,329,0.47,5.93,0.0035"
2026-04-27T14:55:02.620255+00:00,"overnight,695140301,25633645,298600,0,138,120.8,283.2,3822,0,0.000,0.000,0.60,0,0,270,0.34,4.56,0.0037"
2026-04-27T14:57:02.682372+00:00,"overnight,695140301,25693677,298600,0,118,120.1,282.2,3851,0,0.000,0.000,0.60,0,0,302,0.51,5.64,0.0035"
2026-04-27T14:57:02.683967+00:00,"overnight,695140301,25753709,298600,0,125,121.5,284.5,3886,0,0.000,0.000,0.60,0,0,290,0.41,5.52,0.0036"
2026-04-27T14:58:02.713042+00:00,"overnight,695140301,25813741,298600,0,128,125.7,291.0,3898,0,0.000,0.000,0.60,0,0,324,0.39,6.06,0.0038"
2026-04-27T14:59:02.743814+00:00,"overnight,695140301,25873773,298600,0,116,121.4,284.3,3867,0,0.000,0.000,0.60,0,0,293,0.35,5.15,0.0035"
2026-04-27T15:00:02.774848+00:00,"overnight,695140301,25933805,298600,0,136,121.7,284.7,3894,0,0.000,0.000,0.60,0,0,296,0.39,5.34,0.0036"
2026-04-27T15:02:02.836948+00:00,"overnight,695140301,25993837,298600,0,111,120.5,282.9,3890,0,0.000,0.000,0.60,0,0,297,0.32,5.31,0.0035"
2026-04-27T15:02:02.839210+00:00,"overnight,695140301,26053869,298600,0,128,123.2,287.2,3846,0,0.000,0.000,0.60,0,0,306,0.42,5.23,0.0038"
2026-04-27T15:03:02.867942+00:00,"overnight,695140301,26113901,298600,0,114,123.6,287.8,3887,0,0.000,0.000,0.60,0,0,304,0.48,5.53,0.0036"
2026-04-27T15:05:02.929466+00:00,"overnight,695140301,26173933,298600,0,137,125.2,290.4,3843,0,0.000,0.000,0.60,0,0,328,0.56,5.76,0.0038"
2026-04-27T15:05:02.931248+00:00,"overnight,695140301,26233965,298600,0,117,125.1,290.2,3862,0,0.000,0.000,0.60,0,0,267,0.41,6.06,0.0035"
2026-04-27T15:06:02.960422+00:00,"overnight,695140301,26293997,298600,0,145,119.1,280.6,3909,0,0.000,0.000,0.60,0,0,298,0.38,5.21,0.0037"
2026-04-27T15:08:03.022427+00:00,"overnight,695140301,26354029,298600,0,114,121.6,284.5,3865,0,0.000,0.000,0.60,0,0,344,0.48,6.44,0.0036"
2026-04-27T15:08:03.024563+00:00,"overnight,695140301,26414061,298600,0,122,126.0,291.5,3901,0,0.000,0.000,0.60,0,0,284,0.54,5.18,0.0036"
2026-04-27T15:09:03.052983+00:00,"overnight,695140301,26474093,298600,0,116,117.1,277.3,3804,0,0.000,0.000,0.60,0,0,301,0.43,5.22,0.0035"
2026-04-27T15:10:03.083991+00:00,"overnight,695140301,26534125,298600,0,134,119.0,280.5,3872,0,0.000,0.000,0.60,0,0,295,0.40,5.36,0.0038"
2026-04-27T15:11:03.115132+00:00,"overnight,695140301,26594157,298600,0,137,116.4,276.2,3830,0,0.000,0.000,0.60,0,0,255,0.36,4.52,0.0037"
2026-04-27T15:12:03.146042+00:00,"overnight,695140301,26654189,298600,0,124,125.2,290.2,3860,0,0.000,0.000,0.60,0,0,262,0.38,5.36,0.0037"
2026-04-27T15:13:03.176915+00:00,"overnight,695140301,26714221,298600,0,116,125.8,291.3,3886,0,0.000,0.000,0.60,0,0,332,0.41,5.96,0.0035"
2026-04-27T15:14:03.207667+00:00,"overnight,695140301,26774253,298600,0,118,123.1,286.9,3736,0,0.000,0.000,0.60,0,0,299,0.61,6.08,0.0035"
2026-04-27T15:15:03.238571+00:00,"overnight,695140301,26834285,298600,0,126,118.2,279.2,3830,0,0.000,0.000,0.60,0,0,311,0.36,5.32,0.0038"
2026-04-27T15:16:03.269578+00:00,"overnight,695140301,26894317,298600,0,115,121.2,283.9,3866,0,0.000,0.000,0.60,0,0,322,0.38,5.85,0.0036"
2026-04-27T15:17:03.300430+00:00,"overnight,695140301,26954349,298600,0,123,120.6,283.0,3834,0,0.000,0.000,0.60,0,0,320,0.54,5.47,0.0036"
2026-04-27T15:18:03.331642+00:00,"overnight,695140301,27014381,298600,0,119,123.0,286.7,3912,0,0.000,0.000,0.60,0,0,299,0.40,5.64,0.0036"
2026-04-27T15:19:03.362413+00:00,"overnight,695140301,27074413,298600,0,117,125.2,290.3,3887,0,0.000,0.000,0.60,0,0,293,0.36,5.24,0.0036"
2026-04-27T15:20:03.393182+00:00,"overnight,695140301,27134445,298600,0,117,124.1,288.6,3874,0,0.000,0.000,0.60,0,0,285,0.29,5.31,0.0035"
2026-04-27T15:21:03.424036+00:00,"overnight,695140301,27194477,298600,0,131,120.9,283.5,3853,0,0.000,0.000,0.60,0,0,330,0.47,5.05,0.0037"
2026-04-27T15:22:03.455013+00:00,"overnight,695140301,27254509,298600,0,117,122.1,285.4,3854,0,0.000,0.000,0.60,0,0,325,0.42,5.55,0.0034"
2026-04-27T15:23:03.485916+00:00,"overnight,695140301,27314541,298600,0,113,116.0,275.6,3865,0,0.000,0.000,0.60,0,0,281,0.54,6.06,0.0035"
2026-04-27T15:24:03.516913+00:00,"overnight,695140301,27374573,298600,0,123,122.7,286.3,3872,0,0.000,0.000,0.60,0,0,309,0.38,5.21,0.0037"
2026-04-27T15:25:03.547794+00:00,"overnight,695140301,27434605,298600,0,127,122.5,286.0,3850,0,0.000,0.000,0.60,0,0,308,0.45,5.52,0.0036"
2026-04-27T15:26:03.578877+00:00,"overnight,695140301,27494637,298600,1,78,140.8,315.2,444,764,0.760,1.000,0.60,0,1,4068,0.44,12.10,0.0532"
2026-04-27T15:28:03.658830+00:00,"overnight,695140301,27554669,298600,1,96,184.6,385.4,466,799,0.760,1.000,0.60,0,1,4068,0.64,15.24,0.0456"
2026-04-27T15:28:03.660361+00:00,"overnight,695140301,27614701,298600,0,136,122.5,286.0,3896,0,0.000,0.000,0.60,0,0,320,0.56,5.22,0.0037"
2026-04-27T15:29:03.690036+00:00,"overnight,695140301,27674733,298600,0,132,120.0,282.0,3866,0,0.000,0.000,0.60,0,0,280,0.35,4.84,0.0038"
2026-04-27T15:31:03.752752+00:00,"overnight,695140301,27734765,298600,0,122,121.3,284.1,3858,0,0.000,0.000,0.60,0,0,327,0.43,6.20,0.0038"
2026-04-27T15:31:03.754386+00:00,"overnight,695140301,27794797,298600,0,118,117.1,277.3,3843,0,0.000,0.000,0.60,0,0,260,0.49,5.65,0.0035"
2026-04-27T15:32:03.784093+00:00,"overnight,695140301,27854829,298600,0,127,120.7,283.1,3854,0,0.000,0.000,0.60,0,0,299,0.47,5.05,0.0036"
2026-04-27T15:33:03.815561+00:00,"overnight,695140301,27914861,298600,0,117,121.9,285.0,3895,0,0.000,0.000,0.60,0,0,328,0.47,6.22,0.0035"
2026-04-27T15:34:03.848366+00:00,"overnight,695140301,27974893,298600,0,133,121.2,284.0,3891,0,0.000,0.000,0.60,0,0,313,0.37,5.75,0.0036"
2026-04-27T15:35:03.878291+00:00,"overnight,695140301,28034925,298600,0,112,120.6,282.9,3862,0,0.000,0.000,0.60,0,0,288,0.41,5.97,0.0035"
2026-04-27T15:36:03.909552+00:00,"overnight,695140301,28094957,298600,0,120,118.0,278.8,3832,0,0.000,0.000,0.60,0,0,362,0.50,5.77,0.0037"
2026-04-27T15:37:03.940986+00:00,"overnight,695140301,28154989,298600,0,117,119.1,280.6,3843,0,0.000,0.000,0.60,0,0,275,0.45,6.07,0.0035"
2026-04-27T15:38:03.972261+00:00,"overnight,695140301,28215021,298600,0,130,122.9,286.6,3864,0,0.000,0.000,0.60,0,0,347,0.47,5.95,0.0036"
2026-04-27T15:39:04.004018+00:00,"overnight,695140301,28275053,298600,0,104,118.3,279.3,3845,0,0.000,0.000,0.60,0,0,276,0.42,5.87,0.0034"
2026-04-27T15:40:04.034992+00:00,"overnight,695140301,28335085,298600,0,120,121.6,284.5,3833,0,0.000,0.000,0.60,0,0,273,0.37,4.82,0.0035"
2026-04-27T15:41:04.066317+00:00,"overnight,695140301,28395117,298600,0,127,119.7,281.6,3859,0,0.000,0.000,0.60,0,0,297,0.37,5.32,0.0037"
2026-04-27T15:42:04.097657+00:00,"overnight,695140301,28455149,298600,0,124,122.3,285.6,3859,0,0.000,0.000,0.60,0,0,334,0.32,5.70,0.0043"
2026-04-27T15:43:04.128963+00:00,"overnight,695140301,28515181,298600,0,112,118.6,279.8,3872,0,0.000,0.000,0.60,0,0,268,0.45,6.04,0.0034"
2026-04-27T15:44:04.160579+00:00,"overnight,695140301,28575213,298600,0,117,123.1,286.9,3667,0,0.000,0.000,0.60,0,0,278,0.49,5.57,0.0036"
2026-04-27T15:45:04.191762+00:00,"overnight,695140301,28635245,298600,0,102,118.5,279.7,3873,0,0.000,0.000,0.60,0,0,301,0.32,6.38,0.0032"
2026-04-27T15:47:04.254785+00:00,"overnight,695140301,28695277,298600,0,126,123.5,287.7,3891,0,0.000,0.000,0.60,0,0,251,0.22,5.54,0.0036"
2026-04-27T15:47:04.257011+00:00,"overnight,695140301,28755309,298600,0,109,114.8,273.7,3861,0,0.000,0.000,0.60,0,0,321,0.24,5.56,0.0034"
2026-04-27T15:49:04.317248+00:00,"overnight,695140301,28815341,298600,0,113,118.9,280.2,3857,0,0.000,0.000,0.60,0,0,298,0.37,5.11,0.0035"
2026-04-27T15:49:04.320099+00:00,"overnight,695140301,28875373,298600,0,120,125.8,291.3,3842,0,0.000,0.000,0.60,0,0,261,0.49,5.87,0.0036"
2026-04-27T15:51:04.379875+00:00,"overnight,695140301,28935405,298600,0,131,122.5,286.0,3887,0,0.000,0.000,0.60,0,0,306,0.47,5.69,0.0037"
2026-04-27T15:51:04.382572+00:00,"overnight,695140301,28995437,298600,0,127,125.9,291.5,3811,0,0.000,0.000,0.60,0,0,297,0.44,6.03,0.0037"
2026-04-27T15:52:04.411236+00:00,"overnight,695140301,29055469,298600,0,130,121.9,285.0,3832,0,0.000,0.000,0.60,0,0,306,0.40,4.72,0.0038"
2026-04-27T15:53:04.442661+00:00,"overnight,695140301,29115501,298600,0,115,120.4,282.6,3847,0,0.000,0.000,0.60,0,0,344,0.40,5.44,0.0036"
2026-04-27T15:54:04.473867+00:00,"overnight,695140301,29175533,298600,0,119,123.5,287.7,3927,0,0.000,0.000,0.60,0,0,282,0.43,5.60,0.0035"
2026-04-27T15:55:04.505299+00:00,"overnight,695140301,29235565,298600,0,140,125.7,291.2,3958,0,0.000,0.000,0.60,0,0,300,0.35,6.17,0.0040"
2026-04-27T15:56:04.536630+00:00,"overnight,695140301,29295597,298600,0,125,122.3,285.8,3840,0,0.000,0.000,0.60,0,0,273,0.32,5.29,0.0037"
2026-04-27T15:58:04.599383+00:00,"overnight,695140301,29355629,298600,0,137,121.6,284.6,3911,0,0.000,0.000,0.60,0,0,309,0.41,5.85,0.0037"
2026-04-27T15:58:04.602106+00:00,"overnight,695140301,29415661,298600,0,127,121.0,283.6,3840,0,0.000,0.000,0.60,0,0,339,0.35,5.96,0.0035"
2026-04-27T15:59:04.630764+00:00,"overnight,695140301,29475693,298600,0,136,124.0,288.4,3873,0,0.000,0.000,0.60,0,0,279,0.40,4.66,0.0037"
